text,label
"several studies suggest a role of PINK1 in the mitochondrial fission/fusion pathway [<|other_cit|>] and in mitophagy of damaged mitochondria [<|multi_cit|>]. [SEP] Whereas in 27.1±8.6% of control shRNA M17 cells displayed complete loss of mitochondria after 24 h, less than 5% of cells lost mitochondria in the PINK1 shRNA cells (Figure 4C and 4D). These results suggest that PINK1 is necessary for the mitophagy of depolarized mitochondria following overexpression of Parkin.",ACCURATE
"Miro protein level might be regulated by PINK1 and possibly Parkin, which tends to work together with PINK1 in a common pathway <|multi_cit|>. [SEP] In this pathway, PINK1 acts as a flag that accumulates on dysfunctional mitochondria and then signals to Parkin, which tags these mitochondria for destruction. Since neurons in the SN are postmitotic, any mitochondrial damage they acquire could accumulate over an organism's lifetime, leading to progressive mitochondrial dysfunction—including increased oxidative stress, decreased calcium buffering capacity, loss of ATP, and, eventually, cell death—unless quality control processes eliminate the damaged mitochondria. Recent studies have linked Parkin and PINK1 in a pathway critical for the maintenance of mitochondrial integrity and function.",ACCURATE
"we treated HeLa cells stably expressing YFP-Parkin with MG132 for 8 h to accumulate the 52-kD PINK1 (<|multi_cit|>) [SEP] Figure 2 PINK1 accumulates following inhibition of voltage-sensitive cleavage. (A) HeLa cells stably expressing YFP-Parkin were treated with DMSO for 3.5 h, 2 µM CCCP for 3.5 h, or CCCP for 3 h followed by washout of CCCP for 0.5 h in the absence of serum. (A) HeLa cells stably expressing YFP-Parkin were treated with DMSO for 3.5 h, 2 µM CCCP for 3.5 h, or CCCP for 3 h followed by washout of CCCP for 0.5 h in the absence of serum. 50 µM MG132 and/or 100 µM cyclohexamide were added for the last 1 h of treatment.",NOT_ACCURATE
"insufficient knockdown of endogenous PARL in HeLa cells and to insufficient expression of ectopic PINK1 in PARL knockout (KO) mouse embryonic fibroblasts (MEFs; <|cit|>). [SEP] To examine whether the mammalian ortholog of Rhomboid-7, PARL, is responsible for PINK1 cleavage in mammalian cells, we tested whether PINK1-V5 accumulates in HeLa cells transfected with PARL shRNA and treated with CCCP. Although endogenous PARL could not be detected in HeLa cells, PARL shRNA inhibited expression of overexpressed PARL (Figure S2A and S2B).",NOT_ACCURATE
"The plasmids carrying shRNA sequences for DRP1, Mito-YFP, mCherry-Parkin, YFP-Parkin (wild type, R275W, C441R), and Mfn2-YFP have been described previously (<|multi_cit|>, [SEP] NO EVIDENCE",IRRELEVANT
"PINK1 is required for recruitment of Parkin to mitochondria with impaired membrane potential <|multi_cit|>. [SEP] On damaged mitochondria that have lost their membrane potential, however, PINK1 cleavage is inhibited, leading to high PINK1 expression on the dysfunctional mitochondria. Expression of mitochondrial PINK1 is required for the recruitment of Parkin to the dysfunctional mitochondria and for their selective elimination by Parkin.",ACCURATE
"Parkin translocation and mitophagy induction require PINK1 activity (<|multi_cit|>). [SEP] YFP- Parkin was expressed less in the PINK1 shRNA cells compared to control shRNA cells, possibly because the transfection efficiency is lower in these cells and/or because Parkin is less stable in the absence of PINK1, as has been observed previously [29]. Nonetheless, we failed to see Parkin increase in the membrane fraction either under equal loading conditions or when loading was adjusted so that total Parkin was approximately equal in the two cell populations, further indicating that Parkin is not recruited to uncoupled mitochondria in the absence of PINK1 (Figure 3F, lower panel, and Figure S3B).",ACCURATE
"Under stress conditions, PINK1 recruits Parkin to dysfunctional mitochondria <|multi_cit|>. [SEP] In this pathway, PINK1 acts as a flag that accumulates on dysfunctional mitochondria and then signals to Parkin, which tags these mitochondria for destruction.",ACCURATE
"ectopic and endogenous PINK1 have been reported to span the outer mitochondrial membrane with the C-terminal kinase region facing the cytosol poised to induce Parkin translocation (<|multi_cit|>). [SEP] In the absence of AP21967, mCherry-Parkin is in the cytosol, but following incubation with AP21967 mCherry-Parkin is recruited to mitochondria in 96.7±4.1% of cells, in the absence of CCCP (Figure 6F and Figure S4D). Thus, increased expression of PINK1 on the outer mitochondrial membrane is sufficient to recruit Parkin to mitochondria. The following primary antibodies were used: anti-Parkin (PRK8) monoclonal (Santa Cruz Biotechnology), anti-Tom20 polyclonal (Santa Cruz Biotechnology. ### Quantitative RT-PCR qRT-PCR of PINK1 mRNA levels was performed as described in detail previously [34]. Regulation of PINK1 expression at the level of transcription or translation would likely not be selective for a subpopulation of mitochondria, and so we assessed whether increased PINK1 expression on damaged mitochondria is achieved by the selective removal of PINK1 from functional mitochondria. Full- length PINK1 (∼63 kDa), which is anchored in the mitochondrial membrane, is proteolytically cleaved into an ∼52-kDa cytosolic fragment that can be degraded by the proteasome [22],[28]–[30].",ACCURATE
"PINK1 proteolysis is inhibited by mitochondrial uncoupling, allowing a robust increase in expression when a mitochondrion is damaged and loses membrane potential (<|multi_cit|>). [SEP] In addition, they support a novel model for the negative selection of damaged mitochondria, in which PINK1 signals mitochondrial dysfunction to Parkin, and Parkin promotes their elimination. Here, we show that expression of PINK1 on individual mitochondria is regulated by voltage- dependent proteolysis to maintain low levels of PINK1 on healthy, polarized mitochondria, while facilitating the rapid accumulation of PINK1 on mitochondria that sustain damage.",ACCURATE
"Previously examined Parkin mutations that occur in PD patients display a range of mitochondrial translocation activities but most fail to induce mitophagy (<|multi_cit|>). [SEP] The RBR domain is responsible for Parkin's ubiquitin ligase activity, whereas its UBL domain is thought to mediate interactions between Parkin and proteins with ubiquitin- binding domains (UBDs) [46].",ACCURATE
"In NHPs, the increase in antibody levels, especially NAbs, coincided with a decrease in viral load in nasopharynx and broncho-alveolar lavages [<|multi_cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
Adoptive transfer (<|cit|>) and vaccine studies (<|other_cit|>) in rhesus macaques suggest that neutralizing antibody (NAb) responses are a critical correlate of protection against SARS-CoV-2 infection. [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.,ACCURATE
"a strong T-cell response, which has been shown to play a role in protection [<|cit|>c [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"No single assay measurement, or antibody function, has been definitively identified as a correlate of protection from SARS-CoV-2 disease (<|multi_cit|>, [SEP] If antibodies are near or below the threshold titer required for protection, then cellular immune responses may be important for rapid virologic control. Collectively, these data provide key insights into the immunologic determinants and correlates of protection against SARS-CoV-2 and have important implications for the development of vaccines, immune-based therapeutics, and public health strategies. Our data provide a key proof-of-concept that antibodies can protect against SARS-CoV-2 challenge in a dose dependent fashion. Monoclonal antibodies achieve substantially higher neutralization titers than convalescent plasma.",NOT_ACCURATE
"the expansion of neutralizing antibody responses, as measured by both pseudovirus and live virus assays, in mice is encouraging, as this metric has emerged as a potential correlate of protection in hamster and non-human primate challenge models [<|multi_cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"We next designed a series of immunization regimens that we hypothesized would i) allow direct comparison of protective efficacy of single-shot versus two-dose prime-boost schedules, and ii) generate a range of binding and neutralizing antibody responses that could enable analyses of correlates of protection following challenge [<|multi_cit|>]. [SEP] Correlates of Protection Against SARS-CoV-2 in Rhesus Macaques Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.",ACCURATE
"We challenged all macaques at week 6 with a 5 × 105 50% tissue culture infectious dose (TCID ) of SARS-CoV-2 WA1/2020<|multi_cit|> [SEP] 12 Indian-origin male and female rhesus macaques (Extended Data Table 1) received an intravenous infusion with 250 mg/kg (Group I; N=3), 25 mg/kg (Group II; N=3), or 2.5 mg/kg (Group III; N=3) of the SARS-CoV-2 IgG stock or sham IgG (Group IV; N=3) on day −3. On day 0, all animals were challenged with 1.0×105 TCID50 SARS-CoV-2 by the intranasal and intratracheal routes, as we have previously described5. In the prophylactic adoptive transfer study (N=12), animals received an intravenous (IV) infusion of 250 mg/kg, 25 mg/kg, 2.5 mg/kg purified SARS-CoV-2 IgG or sham IgG (N=3/group) on day −3. On day 0, all animals were challenged with 1.0×105 TCID50 (1.2×108 RNA copies, 1.1×104 PFU) SARS-CoV-2, which was derived from USA-WA1/2020 (NR-52281; BEI Resources) and fully sequenced revealing no mutations1.",IRRELEVANT
"a study reported that CD8+ T cells contribute to the protection of convalescent macaques against re-challenge with SARS-CoV-2 in the setting of waning and subprotective antibody titers (<|cit|>) [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
The antibody titers in this study were comparable to several other vaccines that have advanced to clinical trials [<|other_cit|>] and fulfill the correlates of protection as recently established in nonhuman primates [<|cit|>]. [SEP] Correlates of Protection Against SARS-CoV-2 in Rhesus Macaques,ACCURATE
Evidence is mounting that neutralizing antibodies acquired by natural infection (<|other_cit|>) or through vaccination (<|multi_cit|>) are a correlate of protection against COVID-19. [SEP] Recent studies have reported protective efficacy of both natural immunity1 and vaccine-induced immunity2–7 against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) challenge in rhesus macaques.,IRRELEVANT
"Whether the reduced neutralizing antibody titres against viral variants reported here will be sufficient to protect against infection and/or severe disease is not fully understood<|multi_cit|>. [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",NOT_ACCURATE
"IgG was adoptively transferred to naïve animals and protected these recipient macaques against challenge with SARS-CoV-2 in a dose-dependent fashion, evidencing the crucial role of antibodies in mediating protection against viral infection and replication in the lungs [<|cit|>]. [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.",ACCURATE
"CD8 T-cell depletion studies of convalescent primates prior to SARS-CoV-2 rechallenge only partly abrogated protection<|cit|> [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"Scaffolded antigen presentation generated a robust T-cell response, which supported the generation of neutralizing antibodies and the licensing of cytotoxic lymphocytes, which play a role in vaccine efficiency [<|cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"low titers of nAbs are sufficient to prevent experimental SARS-CoV-2 infection, particularly if CD8+ T cell responses are mounted (<|cit|>) [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal. Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"In a rhesus macaque model, CD8-depleted convalescent animals exhibited limited viral clearance in the respiratory tract upon SARS-CoV-2 re-challenge, suggesting that CD8+ T cells contribute to viral clearance during SARS-CoV-2 re-infection<|cit|>. [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"it was shown that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in RhM, and that cellular immune responses may contribute to protection if antibody responses are suboptimal [<|multi_cit|>] [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",ACCURATE
there is a growing consensus that NAbs might be a good surrogate for protection<|multi_cit|> [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.,ACCURATE
An effective T cell response might not only be important for recovery from COVID-19 but might also be important for long-term immunity<|multi_cit|>. [SEP] NO EVIDENCE,IRRELEVANT
"Regarding antibody specificity, anti-spike responses seem to be predominant, but antibodies targeting other viral protein such as nucleocapsid were also identified in NHPs [<|multi_cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"CD8 depletion studies in non-human primate (NHP) challenge studies suggest T cells also play a protective role especially when antibody levels are low<|multi_cit|> [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal. Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"immune parameters such as neutralizing antibody titers emerge in the mouse model as predictors of challenge outcome, as has been observed in hamsters and nonhuman primates (<|multi_cit|>, [SEP] NO EVIDENCE",IRRELEVANT
"our data show that the recently-reported mouse-adapted virus MA10 exhibits robust humoral immune correlates of vaccine protection [<|multi_cit|>, [SEP] NO EVIDENCE",IRRELEVANT
"Neutralizing antibodies are a likely correlate of protection against SARS-CoV-2 infection, as suggested by vaccine efficacy studies, preclinical studies in mice and non-human primates, and data from the early use of convalescent plasma in elderly patients<|multi_cit|>. [SEP] NO EVIDENCE",IRRELEVANT
We next designed a series of immunization regimens that we hypothesized would (i) allow direct comparison of protective efficacy of single-shot versus two-dose prime-boost schedules and (ii) generate a range of binding and neutralizing antibody responses that could enable analyses of correlates of protection following challenge (<|multi_cit|>). [SEP] NO EVIDENCE,IRRELEVANT
"non-human primate (NHP) challenge studies suggest T cells also play a protective role especially when antibody levels are low<|other_cit|>,20,<|other_cit|>. Nevertheless, passive infusion of neutralizing antibody has been shown to be sufficient to mediate effective protection against SARS-CoV-2 in these NHP studies<|cit|> [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.",ACCURATE
SARS-CoV-2 rechallenge experiments with rhesus macaques also suggest that the neutralizing antibodies generated during the first time of infection may confer protective immunity against reinfection [<|multi_cit|>]. [SEP] We previously reported that 9 rhesus macaques infected with SARS-CoV-2 by the intranasal and intratracheal routes were protected against SARS-CoV-2 re- challenge1.,IRRELEVANT
"the authors point out that even low titers of neutralising antibodies seem able to protect non-human primates against SARS-CoV-2-challenge, especially when CD8+ T cells are also present.<|cit|> [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",ACCURATE
"T cells might limit disease progression<|other_cit|> when neutralizing antibody titres are low<|cit|>. [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"virus neutralizing antibodies (VNAs) [<|other_cit|>], which are crucial for most vaccine approaches. Accordingly, S is the main target of current COVID-19 vaccines and vaccine candidates [<|other_cit|>] and VNAs are established in the meantime as the main correlate of protection after infection or vaccination against COVID-19 in humans and animal models [<|multi_cit|>] [SEP] Both neutralizing antibody (NAb) titers as well as Fc functional antibody responses correlated with protection4,5, but direct data demonstrating the immunologic determinants of protection have been lacking.",IRRELEVANT
"a key role for cellular and humoral responses in the control and resolution of SARS-CoV-2 infection [<|multi_cit|>] [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",ACCURATE
Antibody responses against the spike (S) protein have demonstrated potential to protect from infection in non-human primates<|multi_cit|> [SEP] We employed logistic regression models to determine the antibody titer thresholds for protection against SARS-CoV-2 in this experiment. These regression models indicated that pseudovirus NAb titers of approximately 50 (Fig.,ACCURATE
"correlate of protection (CoP), a measurable immune response (often nAb titer) predictive of protection, as has been demonstrated for some licensed vaccines<|other_cit|>. As of October 2021, both meta-analyses and prospective case–cohort sampling analyses have found a strong correlation between nAb titers and protection against COVID-19<|other_cit|>. This is underpinned by passive immunization and preclinical vaccine efficacy studies in nonhuman primates (NHPs) that similarly support nAb as a CoP<|multi_cit|> [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.",ACCURATE
"memory T cells were shown to contribute to protection against SARS-CoV-2 re-challenge in a rhesus macaque model<|cit|> [SEP] Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers. These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",ACCURATE
"expansion of neutralizing antibody responses, as measured by both pseudovirus and live virus assays, in mice is encouraging, as this metric has emerged as a potential correlate of protection in hamster and nonhuman primate challenge models (<|multi_cit|>) [SEP] NO EVIDENCE",IRRELEVANT
Neutralizing antibodies against the spike glycoprotein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are important in protection against re-infection and/or severe disease<|multi_cit|>. [SEP] We employed logistic regression models to determine the antibody titer thresholds for protection against SARS-CoV-2 in this experiment. These regression models indicated that pseudovirus NAb titers of approximately 50 (Fig.,ACCURATE
"IFN-γ, TNF-α and IL-2 spike-specific CD8+ T cell responses were shown to contribute in protecting RhM against reinfection [<|cit|>]. [SEP] 6). On day 0, all animals were re-challenged with 1.0×105 TCID50 SARS-CoV-2 by the intranasal and intratracheal routes. Cells were washed twice with 1X Perm Wash buffer (BD Perm/WashTM Buffer 10X in the CytoFix/CytoPerm Fixation/ Permeabilization kit diluted with MilliQ water and passed through 0.22µm filter) and stained with intracellularly with mAbs against Ki67 (clone B56, FITC), CD69 (clone TP1.55.3, ECD), IL10 (clone JES3–9D7, PE CY7), IL13 (clone JES10–5A2, BV421), TNF-α (clone Mab11, BV650), IL4 (clone MP4–25D2, BV711), IFN-γ (clone B27; BUV395), IL2 (clone MQ1–17H12, APC), CD3 (clone SP34.2, Alexa 700), for 30 min. Cells were washed twice with 1X Perm Wash buffer and fixed with 250µL of freshly prepared 1.5% formaldehyde.",NOT_ACCURATE
"A recent passive immunization study in nonhuman primates suggested that high-level neutralizing humoral immunity may not be essential for protection against SARS-CoV-2 disease (<|cit|>). [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal.",ACCURATE
"the recently reported mouse-adapted virus MA10 exhibits robust humoral immune correlates of vaccine protection (<|multi_cit|>, [SEP] NO EVIDENCE",IRRELEVANT
"it has previously been reported that IgG was sufficient for protection against homologous SARS-CoV-2 challenge in macaques and that CD8 T cell responses also contributed to protection if antibody titres were subprotective<|cit|> [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion. Depletion of CD8+ T cells in convalescent animals partially abrogated the protective efficacy of natural immunity against SARS-CoV-2 re-challenge, suggesting the importance of cellular immunity in the context of waning or subprotective antibody titers.",ACCURATE
"whether similar immune parameters such as neutralizing antibody titers emerge in the mouse model as predictors of challenge outcome, as has been observed in hamsters and nonhuman primates [<|multi_cit|>, [SEP] NO EVIDENCE",IRRELEVANT
"the protection level established in nonhuman primates [<|cit|>b [SEP] These data demonstrate that relatively low antibody titers are sufficient for protection against SARS-CoV-2 in rhesus macaques, and that cellular immune responses may also contribute to protection if antibody responses are suboptimal. Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion.",ACCURATE
"We reported that IgG derived from convalescent rhesus macaques previously challenged with Washington (USA-WA1) strain SARS-CoV-2 can confer protection from homologous challenge after adoptive transfer into naive monkeys (<|cit|>). [SEP] Here we show that adoptive transfer of purified IgG from convalescent macaques protects naïve recipient rhesus macaques against SARS-CoV-2 challenge in a dose dependent fashion. In the prophylactic adoptive transfer study (N=12), animals received an intravenous (IV) infusion of 250 mg/kg, 25 mg/kg, 2.5 mg/kg purified SARS-CoV-2 IgG or sham IgG (N=3/group) on day −3. On day 0, all animals were challenged with 1.0×105 TCID50 (1.2×108 RNA copies, 1.1×104 PFU) SARS-CoV-2, which was derived from USA-WA1/2020 (NR-52281; BEI Resources) and fully sequenced revealing no mutations1.",ACCURATE
"It has been reported that ACE2 expression decreases with the use of inhaled corticosteroid (ICS).<|cit|> [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene.",ACCURATE
"Reduced ACE2 and TMPRSS2 expression were also reported in sputum samples of asthmatics who were on prolonged used of inhaled corticosteroids (<|cit|>). [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. COVID-19–related Genes in Sputum Cells in Asthma. Relationship to Demographic Features and Corticosteroids",ACCURATE
"in patients with asthma and who were confirmed to be positive after a COVID-19 test, being male and ethnic African American were affective factors for higher expression of ACE2 and TMPRSS2 [<|cit|>] [SEP] Methods: We analyzed gene expression for ACE2 and TMPRSS2, and for ICAM-1 (intercellular adhesion molecule 1) (rhinovirus receptor as a comparator) in sputum cells from 330 participants in SARP-3 (Severe Asthma Research Program-3) and 79 healthy control subjects.",NOT_ACCURATE
"the level of deposition of many ICS is low in peripheral airways, they might not affect ACE 2 expression in type 2 pneumocytes (<|cit|>). [SEP] NO EVIDENCE",IRRELEVANT
"Moreover, a study examining the relation between increase the in gene expression of ACE 2 and TMPRSS 2 is related to increased symptoms severity in COVID-19, in the meantime African Americans show and increased gene expression of ACE2 and TRPSS2 putting them at a higher risk with COVID-19 infections (<|cit|>). [SEP] Conclusions: Higher expression of ACE2 and TMPRSS2 in males, African Americans, and patients with diabetes mellitus provides rationale for monitoring these asthma subgroups for poor COVID-19 outcomes. In this subgroup analysis, we found no difference between ACE2 or TMPRSS2 sputum gene expression measures between subjects (Figure E2). ACE2 and TMPRSS2 expression mediate SARS-CoV-2 infection of host lung cells (3), and it is reasonable to infer that increases in their expression in lung cells will increase susceptibility to SARS-CoV-2 infection or lead to more severe COVID-19 disease.",NOT_ACCURATE
"ICS may down-regulate both ACE 2 and TMPRSS2 expression, thereby decreasing binding of SARS-COV-2 to receptors on the airway epithelium cells (<|multi_cit|>). [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity. In this regard, the mechanism of SARS-CoV-2 infection is relevant. The S (spike) protein of SARS- CoV-2 binds the ACE1 (angiotensin converting enzyme 2) receptor to mediate virus attachment to host cell membranes, and virus cell entry also depends on S protein priming by host cell proteases, including TMPRSS2 (transmembrane protease, serine 2) (2, 3).",NOT_ACCURATE
"Increased expression of TMPRSS2 in asthmatic patients may predispose them to COVID-19 [<|multi_cit|>]. [SEP] Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health.",NOT_ACCURATE
"ACE2 levels in the sputum of asthma patients are greater than those of the healthy population [<|cit|>] [SEP] Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health.",NOT_ACCURATE
ICS may increase antiviral immunity which is typically inhibited by T2 immune responses (<|multi_cit|>) [SEP] NO EVIDENCE,IRRELEVANT
"These reported discrepancies may be attributable to the overall under-diagnosis of CRDs, some level of protection provided by atopy [<|other_cit|>], or the use of inhaled corticosteroids [<|cit|>]. [SEP] The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity. Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. Higher expression of ACE2 and TMPRSS2 in males, African Americans, and patients with diabetes mellitus provides rationale for monitoring these asthma subgroups for poor COVID-19 outcomes. The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity.",ACCURATE
"ICS may decrease both ACE2 and TMPRSS2 gene expression on respiratory epithelial cells, decreasing susceptibility of SARS-Cov-2 viral binding to receptors on respiratory epithelium.<|multi_cit|> [SEP] COVID-19–related Genes in Sputum Cells in Asthma. Relationship to Demographic Features and Corticosteroids In this subgroup analysis, we found no difference between ACE2 or TMPRSS2 sputum gene expression measures between subjects (Figure E2). ACE2 and TMPRSS2 expression mediate SARS-CoV-2 infection of host lung cells (3), and it is reasonable to infer that increases in their expression in lung cells will increase susceptibility to SARS-CoV-2 infection or lead to more severe COVID-19 disease.",NOT_ACCURATE
"Androgen-regulated TMPRSS2 in prostate cells has been demonstrated to play a role both in normal male reproduction and in the progression and metastasis of prostate cancer [<|other_cit|>]. Its expression in the lung and sputum has been found to be higher in men than in women [<|multi_cit|>]. [SEP] Among patients with asthma, male sex, African American race, and history of diabetes mellitus were associated with higher expression of ACE2 and TMPRSS2.",NOT_ACCURATE
"The lower expression of ACE2 and TMPRSS2 with inhaled corticosteroid use warrants prospective study of inhaled corticosteroid use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity (<|cit|>). [SEP] The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity. Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene.",ACCURATE
"Other studies have suggested that they may even have a protective effect since prolonged use of GCs negatively regulates the expression of ACE2 [<|cit|>] [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene.",ACCURATE
ACE  could be found in higher concentrations in the sputum of asthmatic men or plasma of male patients with cardiac failure (<|multi_cit|>) [SEP] NO EVIDENCE,IRRELEVANT
"In a recent study of induced sputum samples from 330 participants, no significant difference in sputum ACE2 positivity was observed between patients with asthma and healthy subjects [<|cit|>], which implies that the risk of COVID-19 may not be increased among patients with asthma. [SEP] Measurements and Main Results: Gene expression of ACE2 was lower than TMPRSS2, and expression levels of both genes were similar in asthma and health. Methods: We analyzed gene expression for ACE2 and TMPRSS2, and for ICAM-1 (intercellular adhesion molecule 1) (rhinovirus receptor as a comparator) in sputum cells from 330 participants in SARP-3 (Severe Asthma Research Program-3) and 79 healthy control subjects.",ACCURATE
"Among patients with asthma, the expression level of ACE2 and TMPRSS2 in sputum cells in the lower respiratory tract were higher in male sex, African American race and history of diabetes mellitus [<|cit|>]. [SEP] Among patients with asthma, male sex, African American race, and history of diabetes mellitus were associated with higher expression of ACE2 and TMPRSS2.",ACCURATE
"evidence suggests that ICS are associated with decreased ACE 2 and TMPRSS2 gene expression and that taking ICS may be beneficial in treating coronavirus infections (<|cit|>) [SEP] Use of inhaled corticosteroids (ICS) was associated with lower expression of ACE2 and TMPRSS2, but treatment with triamcinolone acetonide did not decrease expression of either gene. ACE2 and TMPRSS2 expression was lower in patients taking ICS than in patients not taking ICS, a finding of high clinical relevance because of concern that the immunosuppressive effects of ICS could put patients with asthma at risk during the COVID-19 pandemic. The decrease in gene expression for ACE2 and TMPRSS2 provides some reassurance that ICS use will not increase the risk of infection with SARS-CoV-2 or morbidity from COVID-19, but this finding should be explored in prospective studies. The lower expression of ACE2 and TMPRSS2 with ICS use warrants prospective study of ICS use as a predictor of decreased susceptibility to SARS-CoV-2 infection and decreased COVID-19 morbidity.",ACCURATE
